Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2017-06-01 00:00:00,4.56,BDL,BDL,BDL,null,22.36,5.49
2017-06-01 00:01:00,4.39,BDL,BDL,BDL,null,22.07,5.5
2017-06-01 00:02:00,4.33,BDL,BDL,BDL,null,22.24,5.46
2017-06-01 00:03:00,4.42,BDL,BDL,BDL,null,22.83,BDL
2017-06-01 00:04:00,4.32,BDL,BDL,BDL,null,23.69,5.17
2017-06-01 00:05:00,4.49,BDL,BDL,BDL,null,23.69,5.68
2017-06-01 00:06:00,4.4,BDL,BDL,BDL,null,23.32,7.15
2017-06-01 00:07:00,4.34,BDL,BDL,BDL,null,23.05,7.29
2017-06-01 00:08:00,4.61,BDL,BDL,BDL,null,23.31,BDL
2017-06-01 00:09:00,4.26,BDL,BDL,BDL,null,23.4,7.2
2017-06-01 00:10:00,4.8,BDL,BDL,BDL,null,22.98,7.38
2017-06-01 00:11:00,4.75,BDL,BDL,BDL,null,22.76,7.62
2017-06-01 00:12:00,4.91,BDL,BDL,BDL,null,22.32,7.76
2017-06-01 00:13:00,4.85,BDL,BDL,BDL,null,22.28,7.82
2017-06-01 00:14:00,4.92,BDL,BDL,BDL,null,22.47,7.9
2017-06-01 00:15:00,4.7,BDL,BDL,BDL,null,23.08,7.27
2017-06-01 00:16:00,4.79,BDL,BDL,BDL,null,23.68,7.1
2017-06-01 00:17:00,4.72,BDL,BDL,BDL,null,24.09,6.8
2017-06-01 00:18:00,4.89,BDL,BDL,BDL,null,24.03,6.47
2017-06-01 00:19:00,4.66,BDL,BDL,BDL,null,23.06,6.43
2017-06-01 00:20:00,4.68,BDL,BDL,BDL,null,22.44,5.95
2017-06-01 00:21:00,4.96,BDL,BDL,BDL,null,21.19,5.37
2017-06-01 00:22:00,5.06,BDL,BDL,BDL,null,20.82,4.86
2017-06-01 00:23:00,4.84,BDL,BDL,BDL,null,20.44,4.49
2017-06-01 00:24:00,5.01,BDL,BDL,BDL,null,20.54,4.56
2017-06-01 00:25:00,5.02,BDL,BDL,BDL,null,20.53,4.96
