Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2019-05-01 00:00:00,24.46,null,null,null,null,null,null
2019-05-01 00:01:00,24.65,null,null,null,null,null,null
2019-05-01 00:02:00,24.32,null,null,null,null,null,null
2019-05-01 00:03:00,24.0,null,null,null,null,null,null
2019-05-01 00:04:00,24.51,null,null,null,null,null,null
2019-05-01 00:05:00,24.42,null,null,null,null,null,null
2019-05-01 00:06:00,24.68,null,null,null,null,null,null
2019-05-01 00:07:00,24.56,null,null,null,null,null,null
2019-05-01 00:08:00,24.31,null,null,null,null,null,null
2019-05-01 00:09:00,24.25,null,null,null,null,null,null
2019-05-01 00:10:00,24.33,null,null,null,null,null,null
2019-05-01 00:11:00,24.35,null,null,null,null,null,null
2019-05-01 00:12:00,24.15,null,null,null,null,null,null
2019-05-01 00:13:00,24.09,null,null,null,null,null,null
2019-05-01 00:14:00,24.23,null,null,null,null,null,null
2019-05-01 00:15:00,24.04,null,null,null,null,null,null
2019-05-01 00:16:00,23.98,null,null,null,null,null,null
2019-05-01 00:17:00,23.9,null,null,null,null,null,null
2019-05-01 00:18:00,24.08,null,null,null,null,null,null
2019-05-01 00:19:00,23.84,null,null,null,null,null,null
2019-05-01 00:20:00,24.06,null,null,null,null,null,null
2019-05-01 00:21:00,24.06,null,null,null,null,null,null
2019-05-01 00:22:00,24.14,null,null,null,null,null,null
2019-05-01 00:23:00,23.82,null,null,null,null,null,null
2019-05-01 00:24:00,23.75,null,null,null,null,null,null
2019-05-01 00:25:00,23.44,null,null,null,null,null,null
2019-05-01 00:26:00,23.39,null,null,null,null,null,null
2019-05-01 00:27:00,23.96,null,null,null,null,null,null
2019-05-01 00:28:00,23.8,null,null,null,null,null,null
2019-05-01 00:29:00,23.38,null,null,null,null,null,null
2019-05-01 00:30:00,23.27,null,null,null,null,null,null
2019-05-01 00:31:00,23.56,null,null,null,null,null,null
2019-05-01 00:32:00,22.86,null,null,null,null,null,null
2019-05-01 00:33:00,22.85,null,null,null,null,null,null
2019-05-01 00:34:00,23.06,null,null,null,null,null,null
2019-05-01 00:35:00,23.09,null,null,null,null,null,null
2019-05-01 00:36:00,22.96,null,null,null,null,null,null
2019-05-01 00:37:00,23.13,null,null,null,null,null,null
2019-05-01 00:38:00,23.1,null,null,null,null,null,null
2019-05-01 00:39:00,23.48,null,null,null,null,null,null
2019-05-01 00:40:00,23.28,null,null,null,null,null,null
2019-05-01 00:41:00,22.9,null,null,null,null,null,null
2019-05-01 00:42:00,22.79,null,null,null,null,null,null
2019-05-01 00:43:00,22.38,null,null,null,null,null,null
2019-05-01 00:44:00,22.74,null,null,null,null,null,null
2019-05-01 00:45:00,22.3,null,null,null,null,null,null
2019-05-01 00:46:00,21.98,null,null,null,null,null,null
2019-05-01 00:47:00,22.64,null,null,null,null,null,null
2019-05-01 00:48:00,22.7,null,null,null,null,null,null
2019-05-01 00:49:00,22.54,null,null,null,null,null,null
2019-05-01 00:50:00,22.65,null,null,null,null,null,null
2019-05-01 00:51:00,22.44,null,null,null,null,null,null
2019-05-01 00:52:00,22.79,null,null,null,null,null,null
2019-05-01 00:53:00,22.65,null,null,null,null,null,null
2019-05-01 00:54:00,22.58,null,null,null,null,null,null
2019-05-01 00:55:00,22.69,null,null,null,null,null,null
2019-05-01 00:56:00,22.71,null,null,null,null,null,null
2019-05-01 00:57:00,22.81,null,null,null,null,null,null
2019-05-01 00:58:00,22.69,null,null,null,null,null,null
2019-05-01 00:59:00,22.5,null,null,null,null,null,null
2019-05-01 01:00:00,22.48,null,null,null,null,null,null
2019-05-01 01:01:00,22.08,null,null,null,null,null,null
2019-05-01 01:02:00,21.94,null,null,null,null,null,null
2019-05-01 01:03:00,22.08,null,null,null,null,null,null
2019-05-01 01:04:00,22.41,null,null,null,null,null,null
2019-05-01 01:05:00,22.42,null,null,null,null,null,null
2019-05-01 01:06:00,22.15,null,null,null,null,null,null
2019-05-01 01:07:00,22.11,null,null,null,null,null,null
2019-05-01 01:08:00,22.28,null,null,null,null,null,null
2019-05-01 01:09:00,22.5,null,null,null,null,null,null
2019-05-01 01:10:00,22.8,null,null,null,null,null,null
2019-05-01 01:11:00,23.01,null,null,null,null,null,null
2019-05-01 01:12:00,22.59,null,null,null,null,null,null
2019-05-01 01:13:00,22.35,null,null,null,null,null,null
2019-05-01 01:14:00,22.36,null,null,null,null,null,null
2019-05-01 01:15:00,22.0,null,null,null,null,null,null
2019-05-01 01:16:00,21.81,null,null,null,null,null,null
2019-05-01 01:17:00,22.02,null,null,null,null,null,null
2019-05-01 01:18:00,22.29,null,null,null,null,null,null
2019-05-01 01:19:00,22.4,null,null,null,null,null,null
2019-05-01 01:20:00,22.31,null,null,null,null,null,null
2019-05-01 01:21:00,22.13,null,null,null,null,null,null
2019-05-01 01:22:00,22.45,null,null,null,null,null,null
2019-05-01 01:23:00,22.39,null,null,null,null,null,null
2019-05-01 01:24:00,22.74,null,null,null,null,null,null
2019-05-01 01:25:00,23.27,null,null,null,null,null,null
2019-05-01 01:26:00,22.94,null,null,null,null,null,null
2019-05-01 01:27:00,23.08,null,null,null,null,null,null
2019-05-01 01:28:00,22.84,null,null,null,null,null,null
2019-05-01 01:29:00,22.75,null,null,null,null,null,null
2019-05-01 01:30:00,22.52,null,null,null,null,null,null
2019-05-01 01:31:00,22.98,null,null,null,null,null,null
2019-05-01 01:32:00,22.76,null,null,null,null,null,null
2019-05-01 01:33:00,22.35,null,null,null,null,null,null
2019-05-01 01:34:00,22.56,null,null,null,null,null,null
2019-05-01 01:35:00,22.63,null,null,null,null,null,null
2019-05-01 01:36:00,22.57,null,null,null,null,null,null
2019-05-01 01:37:00,22.64,null,null,null,null,null,null
2019-05-01 01:38:00,22.86,null,null,null,null,null,null
2019-05-01 01:39:00,22.48,null,null,null,null,null,null
2019-05-01 01:40:00,23.0,null,null,null,null,null,null
2019-05-01 01:41:00,22.82,null,null,null,null,null,null
2019-05-01 01:42:00,22.54,null,null,null,null,null,null
2019-05-01 01:43:00,22.7,null,null,null,null,null,null
2019-05-01 01:44:00,22.46,null,null,null,null,null,null
2019-05-01 01:45:00,22.66,null,null,null,null,null,null
2019-05-01 01:46:00,22.46,null,null,null,null,null,null
2019-05-01 01:47:00,22.52,null,null,null,null,null,null
2019-05-01 01:48:00,22.5,null,null,null,null,null,null
2019-05-01 01:49:00,22.56,null,null,null,null,null,null
2019-05-01 01:50:00,22.42,null,null,null,null,null,null
2019-05-01 01:51:00,22.51,null,null,null,null,null,null
2019-05-01 01:52:00,22.79,null,null,null,null,null,null
2019-05-01 01:53:00,22.55,null,null,null,null,null,null
2019-05-01 01:54:00,22.09,null,null,null,null,null,null
2019-05-01 01:55:00,22.14,null,null,null,null,null,null
2019-05-01 01:56:00,22.29,null,null,null,null,null,null
2019-05-01 01:57:00,21.82,null,null,null,null,null,null
2019-05-01 01:58:00,21.69,null,null,null,null,null,null
2019-05-01 01:59:00,21.95,null,null,null,null,null,null
2019-05-01 02:00:00,21.75,null,null,null,null,null,null
2019-05-01 02:01:00,22.21,null,null,null,null,null,null
2019-05-01 02:02:00,22.19,null,null,null,null,null,null
2019-05-01 02:03:00,21.99,null,null,null,null,null,null
2019-05-01 02:04:00,21.67,null,null,null,null,null,null
2019-05-01 02:05:00,21.93,null,null,null,null,null,null
2019-05-01 02:06:00,22.03,null,null,null,null,null,null
2019-05-01 02:07:00,21.71,null,null,null,null,null,null
2019-05-01 02:08:00,22.24,null,null,null,null,null,null
2019-05-01 02:09:00,22.23,null,null,null,null,null,null
2019-05-01 02:10:00,22.03,null,null,null,null,null,null
2019-05-01 02:11:00,21.98,null,null,null,null,null,null
2019-05-01 02:12:00,21.85,null,null,null,null,null,null
2019-05-01 02:13:00,21.69,null,null,null,null,null,null
2019-05-01 02:14:00,21.35,null,null,null,null,null,null
2019-05-01 02:15:00,21.55,null,null,null,null,null,null
2019-05-01 02:16:00,21.63,null,null,null,null,null,null
2019-05-01 02:17:00,21.57,null,null,null,null,null,null
2019-05-01 02:18:00,20.95,null,null,null,null,null,null
2019-05-01 02:19:00,20.49,null,null,null,null,null,null
2019-05-01 02:20:00,20.5,null,null,null,null,null,null
2019-05-01 02:21:00,19.79,null,null,null,null,null,null
2019-05-01 02:22:00,19.46,null,null,null,null,null,null
2019-05-01 02:23:00,19.0,null,null,null,null,null,null
2019-05-01 02:24:00,19.4,null,null,null,null,null,null
2019-05-01 02:25:00,19.87,null,null,null,null,null,null
2019-05-01 02:26:00,19.79,null,null,null,null,null,null
2019-05-01 02:27:00,19.66,null,null,null,null,null,null
2019-05-01 02:28:00,19.23,null,null,null,null,null,null
2019-05-01 02:29:00,18.98,null,null,null,null,null,null
2019-05-01 02:30:00,19.05,null,null,null,null,null,null
2019-05-01 02:31:00,19.15,null,null,null,null,null,null
2019-05-01 02:32:00,18.87,null,null,null,null,null,null
2019-05-01 02:33:00,19.7,null,null,null,null,null,null
2019-05-01 02:34:00,19.12,null,null,null,null,null,null
2019-05-01 02:35:00,18.76,null,null,null,null,null,null
2019-05-01 02:36:00,18.45,null,null,null,null,null,null
2019-05-01 02:37:00,18.97,null,null,null,null,null,null
2019-05-01 02:38:00,18.6,null,null,null,null,null,null
2019-05-01 02:39:00,18.67,null,null,null,null,null,null
2019-05-01 02:40:00,18.94,null,null,null,null,null,null
2019-05-01 02:41:00,18.17,null,null,null,null,null,null
2019-05-01 02:42:00,17.98,null,null,null,null,null,null
2019-05-01 02:43:00,17.71,null,null,null,null,null,null
2019-05-01 02:44:00,18.15,null,null,null,null,null,null
2019-05-01 02:45:00,18.46,null,null,null,null,null,null
2019-05-01 02:46:00,18.22,null,null,null,null,null,null
2019-05-01 02:47:00,18.18,null,null,null,null,null,null
2019-05-01 02:48:00,18.58,null,null,null,null,null,null
2019-05-01 02:49:00,18.56,null,null,null,null,null,null
2019-05-01 02:50:00,18.96,null,null,null,null,null,null
2019-05-01 02:51:00,18.69,null,null,null,null,null,null
2019-05-01 02:52:00,19.1,null,null,null,null,null,null
2019-05-01 02:53:00,18.91,null,null,null,null,null,null
2019-05-01 02:54:00,18.81,null,null,null,null,null,null
2019-05-01 02:55:00,18.84,null,null,null,null,null,null
2019-05-01 02:56:00,18.01,null,null,null,null,null,null
