Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2018-08-01 00:00:00,4.54,BDL,BDL,BDL,null,15.04,BDL
2018-08-01 00:01:00,4.43,BDL,BDL,BDL,null,15.78,6.2
2018-08-01 00:02:00,4.3,BDL,BDL,BDL,null,16.04,8.24
2018-08-01 00:03:00,4.04,BDL,BDL,BDL,null,16.1,8.84
2018-08-01 00:04:00,4.02,BDL,2.01,BDL,null,17.26,9.26
2018-08-01 00:05:00,3.98,BDL,BDL,BDL,null,17.26,11.28
2018-08-01 00:06:00,3.92,BDL,BDL,BDL,null,17.08,15.34
2018-08-01 00:07:00,4.14,BDL,BDL,BDL,null,17.09,17.29
2018-08-01 00:08:00,4.81,BDL,BDL,BDL,null,16.78,18.37
2018-08-01 00:09:00,5.08,BDL,BDL,BDL,null,16.85,19.05
2018-08-01 00:10:00,4.96,BDL,BDL,BDL,null,16.54,19.12
2018-08-01 00:11:00,5.07,BDL,BDL,BDL,null,16.82,18.98
2018-08-01 00:12:00,4.85,BDL,BDL,BDL,null,17.12,19.01
2018-08-01 00:13:00,4.88,BDL,BDL,BDL,null,18.66,23.48
2018-08-01 00:14:00,4.85,BDL,BDL,BDL,null,19.83,23.7
2018-08-01 00:15:00,4.51,BDL,BDL,BDL,null,21.35,23.77
2018-08-01 00:16:00,4.29,BDL,BDL,BDL,null,21.6,24.57
2018-08-01 00:17:00,4.35,BDL,BDL,BDL,null,22.19,24.81
2018-08-01 00:18:00,4.45,BDL,BDL,BDL,null,23.2,null
2018-08-01 00:19:00,4.75,BDL,BDL,BDL,null,23.21,null
2018-08-01 00:20:00,4.93,BDL,BDL,BDL,null,22.72,23.95
2018-08-01 00:21:00,5.06,BDL,BDL,BDL,null,23.11,22.81
2018-08-01 00:22:00,5.01,BDL,BDL,BDL,null,23.27,22.14
2018-08-01 00:23:00,5.23,BDL,BDL,BDL,null,22.38,22.68
2018-08-01 00:24:00,5.02,BDL,BDL,BDL,null,21.27,22.69
2018-08-01 00:25:00,4.86,BDL,BDL,BDL,null,20.47,21.3
2018-08-01 00:26:00,4.9,BDL,BDL,BDL,null,19.43,20.89
2018-08-01 00:27:00,5.0,BDL,BDL,BDL,null,19.11,21.69
2018-08-01 00:28:00,4.93,BDL,BDL,BDL,null,18.59,22.0
2018-08-01 00:29:00,4.83,BDL,BDL,BDL,null,18.36,21.21
2018-08-01 00:30:00,4.39,BDL,BDL,BDL,null,19.39,20.49
2018-08-01 00:31:00,4.13,BDL,BDL,BDL,null,19.65,20.99
2018-08-01 00:32:00,4.05,BDL,BDL,BDL,null,20.19,20.18
2018-08-01 00:33:00,4.08,BDL,BDL,BDL,null,21.28,18.81
2018-08-01 00:34:00,4.5,BDL,BDL,BDL,null,22.29,15.45
2018-08-01 00:35:00,4.82,BDL,BDL,BDL,null,23.54,12.9
2018-08-01 00:36:00,4.93,BDL,BDL,BDL,null,24.56,10.99
2018-08-01 00:37:00,4.81,BDL,BDL,BDL,null,25.76,8.14
2018-08-01 00:38:00,4.92,BDL,BDL,BDL,null,26.19,5.4
