Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2017-12-01 00:00:00,7.26,BDL,BDL,BDL,null,18.75,BDL
2017-12-01 00:01:00,7.84,BDL,BDL,BDL,null,19.31,BDL
2017-12-01 00:02:00,7.68,BDL,BDL,BDL,null,19.24,BDL
2017-12-01 00:03:00,7.42,BDL,BDL,BDL,null,19.14,BDL
2017-12-01 00:04:00,7.31,BDL,BDL,BDL,null,18.69,BDL
2017-12-01 00:05:00,7.48,BDL,BDL,BDL,null,18.77,BDL
2017-12-01 00:06:00,7.58,BDL,BDL,BDL,null,19.01,BDL
2017-12-01 00:07:00,7.44,BDL,BDL,BDL,null,18.68,BDL
2017-12-01 00:08:00,7.76,BDL,BDL,BDL,null,18.78,BDL
2017-12-01 00:09:00,8.16,BDL,BDL,BDL,null,18.72,BDL
2017-12-01 00:10:00,7.65,BDL,BDL,BDL,null,18.88,BDL
2017-12-01 00:11:00,7.48,BDL,BDL,BDL,null,19.04,BDL
2017-12-01 00:12:00,7.45,BDL,BDL,BDL,null,19.26,BDL
2017-12-01 00:13:00,7.44,BDL,BDL,BDL,null,19.69,4.12
2017-12-01 00:14:00,7.53,BDL,BDL,BDL,null,20.24,4.06
2017-12-01 00:15:00,7.47,BDL,BDL,BDL,null,20.01,BDL
2017-12-01 00:16:00,7.58,BDL,BDL,BDL,null,19.38,4.04
2017-12-01 00:17:00,7.3,BDL,BDL,BDL,null,18.48,4.63
2017-12-01 00:18:00,7.37,BDL,BDL,BDL,null,18.15,4.94
2017-12-01 00:19:00,7.42,BDL,BDL,BDL,null,17.65,4.94
2017-12-01 00:20:00,7.83,BDL,BDL,BDL,null,17.42,4.57
2017-12-01 00:21:00,7.93,BDL,BDL,BDL,null,17.16,5.15
2017-12-01 00:22:00,7.55,BDL,BDL,BDL,null,17.04,5.74
2017-12-01 00:23:00,7.23,BDL,BDL,BDL,null,17.19,5.95
2017-12-01 00:24:00,7.45,BDL,BDL,BDL,null,17.49,7.03
2017-12-01 00:25:00,7.28,BDL,BDL,BDL,null,17.65,7.92
2017-12-01 00:26:00,7.49,BDL,BDL,BDL,null,17.63,8.53
2017-12-01 00:27:00,8.11,BDL,BDL,BDL,null,17.97,9.27
2017-12-01 00:28:00,8.71,BDL,BDL,BDL,null,18.25,10.3
2017-12-01 00:29:00,9.26,BDL,BDL,BDL,null,18.16,10.74
2017-12-01 00:30:00,9.43,BDL,BDL,BDL,null,17.3,11.21
2017-12-01 00:31:00,9.65,BDL,BDL,BDL,null,17.12,12.15
2017-12-01 00:32:00,9.71,BDL,BDL,BDL,null,16.75,12.72
2017-12-01 00:33:00,9.66,BDL,BDL,BDL,null,16.48,13.02
2017-12-01 00:34:00,9.56,BDL,BDL,BDL,null,16.43,14.16
2017-12-01 00:35:00,9.72,BDL,BDL,BDL,null,15.73,14.8
2017-12-01 00:36:00,9.64,BDL,BDL,BDL,null,14.6,15.22
2017-12-01 00:37:00,9.63,BDL,BDL,BDL,null,13.23,14.82
2017-12-01 00:38:00,9.7,BDL,BDL,BDL,null,12.7,14.58
2017-12-01 00:39:00,9.8,BDL,BDL,BDL,null,12.3,14.57
2017-12-01 00:40:00,10.19,BDL,BDL,BDL,null,11.78,14.3
2017-12-01 00:41:00,10.32,BDL,BDL,BDL,null,11.17,14.14
2017-12-01 00:42:00,10.86,BDL,BDL,BDL,null,10.56,14.19
2017-12-01 00:43:00,11.44,BDL,BDL,BDL,null,10.3,14.09
2017-12-01 00:44:00,12.17,BDL,BDL,BDL,null,10.98,13.47
2017-12-01 00:45:00,11.87,BDL,BDL,BDL,null,11.53,13.1
2017-12-01 00:46:00,12.28,BDL,BDL,BDL,null,11.99,12.68
2017-12-01 00:47:00,12.48,BDL,BDL,BDL,null,12.47,12.22
2017-12-01 00:48:00,12.23,BDL,BDL,BDL,null,12.67,11.75
2017-12-01 00:49:00,12.52,BDL,BDL,BDL,null,13.28,11.94
2017-12-01 00:50:00,12.42,BDL,BDL,BDL,null,13.74,12.35
2017-12-01 00:51:00,12.06,BDL,BDL,BDL,null,14.59,12.62
2017-12-01 00:52:00,12.03,BDL,BDL,BDL,null,14.89,12.75
2017-12-01 00:53:00,12.14,BDL,BDL,BDL,null,14.85,12.49
2017-12-01 00:54:00,11.79,BDL,BDL,BDL,null,14.81,12.64
2017-12-01 00:55:00,11.81,BDL,BDL,BDL,null,15.06,12.69
2017-12-01 00:56:00,11.95,BDL,BDL,BDL,null,16.05,12.43
2017-12-01 00:57:00,11.98,BDL,BDL,BDL,null,15.97,12.48
2017-12-01 00:58:00,12.11,BDL,BDL,BDL,null,16.33,12.47
2017-12-01 00:59:00,12.08,BDL,BDL,BDL,null,17.65,12.2
2017-12-01 01:00:00,12.12,BDL,BDL,BDL,null,18.7,11.72
2017-12-01 01:01:00,11.97,BDL,BDL,BDL,null,21.08,11.89
2017-12-01 01:02:00,11.71,BDL,BDL,BDL,null,22.1,11.75
2017-12-01 01:03:00,11.7,BDL,BDL,BDL,null,23.2,11.8
2017-12-01 01:04:00,11.54,BDL,BDL,BDL,null,24.36,11.64
2017-12-01 01:05:00,11.65,BDL,BDL,BDL,null,24.77,11.64
2017-12-01 01:06:00,11.73,BDL,BDL,BDL,null,25.39,11.58
2017-12-01 01:07:00,11.92,BDL,BDL,BDL,null,25.44,11.72
2017-12-01 01:08:00,11.95,BDL,BDL,BDL,null,25.55,11.93
2017-12-01 01:09:00,11.97,BDL,BDL,BDL,null,25.23,11.9
2017-12-01 01:10:00,11.93,BDL,BDL,BDL,null,24.63,12.2
2017-12-01 01:11:00,11.86,BDL,BDL,BDL,null,24.72,12.87
2017-12-01 01:12:00,12.39,BDL,BDL,BDL,null,24.65,13.24
2017-12-01 01:13:00,12.28,BDL,BDL,BDL,null,24.51,13.61
2017-12-01 01:14:00,11.92,BDL,BDL,BDL,null,24.62,14.11
2017-12-01 01:15:00,12.03,BDL,BDL,BDL,null,24.7,14.42
2017-12-01 01:16:00,12.18,BDL,BDL,BDL,null,25.24,14.28
2017-12-01 01:17:00,11.89,BDL,BDL,BDL,null,25.92,14.28
2017-12-01 01:18:00,11.88,BDL,BDL,BDL,null,26.25,14.3
2017-12-01 01:19:00,11.66,BDL,BDL,BDL,null,25.95,14.02
2017-12-01 01:20:00,11.79,BDL,BDL,BDL,null,25.66,12.07
2017-12-01 01:21:00,11.78,BDL,BDL,BDL,null,25.13,11.51
2017-12-01 01:22:00,12.0,BDL,BDL,BDL,null,25.05,11.07
2017-12-01 01:23:00,12.22,BDL,BDL,BDL,null,25.56,11.33
2017-12-01 01:24:00,12.22,BDL,BDL,BDL,null,26.03,11.41
2017-12-01 01:25:00,11.86,BDL,BDL,BDL,null,26.43,11.86
2017-12-01 01:26:00,11.82,BDL,BDL,BDL,null,26.63,12.16
2017-12-01 01:27:00,11.78,BDL,BDL,BDL,null,26.86,12.48
2017-12-01 01:28:00,11.83,BDL,BDL,BDL,null,26.49,12.71
2017-12-01 01:29:00,11.86,BDL,BDL,BDL,null,25.92,12.81
2017-12-01 01:30:00,11.56,BDL,BDL,BDL,null,24.42,12.9
2017-12-01 01:31:00,12.16,BDL,BDL,BDL,null,24.04,12.61
2017-12-01 01:32:00,12.34,BDL,BDL,BDL,null,24.01,12.31
2017-12-01 01:33:00,12.58,BDL,BDL,BDL,null,23.93,12.63
2017-12-01 01:34:00,12.31,BDL,BDL,BDL,null,22.95,13.28
2017-12-01 01:35:00,12.33,BDL,BDL,BDL,null,22.28,13.6
2017-12-01 01:36:00,12.16,BDL,BDL,BDL,null,20.41,13.95
2017-12-01 01:37:00,12.01,BDL,BDL,BDL,null,19.26,13.71
2017-12-01 01:38:00,12.22,BDL,BDL,BDL,null,18.46,13.99
2017-12-01 01:39:00,12.32,BDL,BDL,BDL,null,18.01,14.28
2017-12-01 01:40:00,11.73,BDL,BDL,BDL,null,17.19,14.19
2017-12-01 01:41:00,12.08,BDL,BDL,BDL,null,16.87,14.3
2017-12-01 01:42:00,12.0,BDL,BDL,BDL,null,15.96,14.52
2017-12-01 01:43:00,11.7,BDL,BDL,BDL,null,15.61,14.65
2017-12-01 01:44:00,11.36,BDL,BDL,BDL,null,16.23,14.69
2017-12-01 01:45:00,11.62,BDL,BDL,BDL,null,16.5,15.54
2017-12-01 01:46:00,11.94,BDL,BDL,BDL,null,17.21,16.24
2017-12-01 01:47:00,11.91,BDL,BDL,BDL,null,17.74,17.14
2017-12-01 01:48:00,12.01,BDL,BDL,BDL,null,17.99,17.12
2017-12-01 01:49:00,12.05,BDL,BDL,BDL,null,18.15,17.15
2017-12-01 01:50:00,12.07,BDL,BDL,BDL,null,18.45,17.08
2017-12-01 01:51:00,12.1,BDL,BDL,BDL,null,18.67,16.65
2017-12-01 01:52:00,12.09,BDL,BDL,BDL,null,18.64,16.56
2017-12-01 01:53:00,12.05,BDL,BDL,BDL,null,18.3,16.58
2017-12-01 01:54:00,12.06,BDL,BDL,BDL,null,18.54,17.32
2017-12-01 01:55:00,11.94,BDL,BDL,BDL,null,19.85,17.41
2017-12-01 01:56:00,11.8,BDL,BDL,BDL,null,20.81,16.76
2017-12-01 01:57:00,11.83,BDL,BDL,BDL,null,22.35,16.18
2017-12-01 01:58:00,11.7,BDL,BDL,BDL,null,22.74,15.17
2017-12-01 01:59:00,11.58,BDL,BDL,BDL,null,22.91,14.65
2017-12-01 02:00:00,11.48,BDL,BDL,BDL,null,23.03,14.07
2017-12-01 02:01:00,11.42,BDL,BDL,BDL,null,24.08,12.74
2017-12-01 02:02:00,11.65,BDL,BDL,BDL,null,25.15,12.08
2017-12-01 02:03:00,11.51,BDL,BDL,BDL,null,25.56,11.57
2017-12-01 02:04:00,11.14,BDL,BDL,BDL,null,25.49,10.69
2017-12-01 02:05:00,11.46,BDL,BDL,BDL,null,24.66,9.9
2017-12-01 02:06:00,11.43,BDL,BDL,BDL,null,24.38,9.12
2017-12-01 02:07:00,11.33,BDL,BDL,BDL,null,23.88,8.6
2017-12-01 02:08:00,11.18,BDL,BDL,BDL,null,23.33,7.9
2017-12-01 02:09:00,11.08,BDL,BDL,BDL,null,22.29,7.54
2017-12-01 02:10:00,11.15,BDL,BDL,BDL,null,21.92,8.52
2017-12-01 02:11:00,11.13,BDL,BDL,BDL,null,22.19,9.21
2017-12-01 02:12:00,10.98,BDL,BDL,BDL,null,23.03,9.72
2017-12-01 02:13:00,10.89,BDL,BDL,BDL,null,23.07,9.93
2017-12-01 02:14:00,10.77,BDL,BDL,BDL,null,23.1,10.06
2017-12-01 02:15:00,10.84,BDL,BDL,BDL,null,23.35,10.47
2017-12-01 02:16:00,10.71,BDL,BDL,BDL,null,24.0,10.01
2017-12-01 02:17:00,10.61,BDL,BDL,BDL,null,24.22,9.31
2017-12-01 02:18:00,10.96,BDL,BDL,BDL,null,23.85,9.11
2017-12-01 02:19:00,11.09,BDL,BDL,BDL,null,22.44,7.77
2017-12-01 02:20:00,10.95,BDL,BDL,BDL,null,21.47,6.64
2017-12-01 02:21:00,11.29,BDL,BDL,BDL,null,20.91,5.45
2017-12-01 02:22:00,11.38,BDL,BDL,BDL,null,20.32,4.86
2017-12-01 02:23:00,11.48,BDL,BDL,BDL,null,20.29,4.75
2017-12-01 02:24:00,11.7,BDL,BDL,BDL,null,20.34,4.63
2017-12-01 02:25:00,11.52,BDL,BDL,BDL,null,19.94,4.95
2017-12-01 02:26:00,11.43,BDL,BDL,BDL,null,19.95,5.96
2017-12-01 02:27:00,11.49,BDL,BDL,BDL,null,20.0,6.32
