Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Merida (meda), Yucatan
Lat 20.9838 N, Lon 89.6452 W, Alt 25 masl
Time UTC-6h
Air Quality data
BDL = Below Detection Limit, null = missing data
 
Time,O3,SO2,NO2,NO,CO,PM10,PM2.5
yyyy-mm-dd HH:MM:SS,ppb,ppb,ppb,ppb,ppm,ug/m^3,ug/m^3
2016-06-01 00:00:00,14.62,BDL,3.35,BDL,null,10.48,7.27
2016-06-01 00:01:00,14.59,BDL,3.56,BDL,null,10.63,7.62
2016-06-01 00:02:00,14.3,BDL,3.36,BDL,null,10.4,7.49
2016-06-01 00:03:00,15.37,BDL,3.01,BDL,null,9.96,7.39
2016-06-01 00:04:00,15.1,BDL,3.2,BDL,null,10.18,7.84
2016-06-01 00:05:00,14.61,BDL,3.12,BDL,null,10.67,8.19
2016-06-01 00:06:00,15.07,BDL,2.82,BDL,null,10.57,8.36
2016-06-01 00:07:00,15.04,BDL,2.86,BDL,null,9.88,8.36
2016-06-01 00:08:00,14.94,BDL,2.91,BDL,null,8.76,8.56
2016-06-01 00:09:00,14.95,BDL,2.83,BDL,null,8.11,8.44
2016-06-01 00:10:00,14.94,BDL,2.44,BDL,null,7.78,8.81
2016-06-01 00:11:00,15.14,BDL,2.4,BDL,null,7.6,9.17
2016-06-01 00:12:00,14.96,BDL,2.55,BDL,null,7.79,9.84
2016-06-01 00:13:00,14.93,BDL,2.57,BDL,null,8.22,10.92
2016-06-01 00:14:00,14.58,BDL,2.43,BDL,null,8.97,12.12
2016-06-01 00:15:00,14.45,BDL,2.67,BDL,null,11.05,13.14
2016-06-01 00:16:00,14.57,BDL,2.62,BDL,null,12.19,13.44
2016-06-01 00:17:00,14.38,BDL,2.39,BDL,null,12.95,13.16
2016-06-01 00:18:00,14.65,BDL,2.58,BDL,null,13.38,12.65
2016-06-01 00:19:00,14.94,BDL,2.26,BDL,null,13.87,12.45
2016-06-01 00:20:00,14.89,BDL,2.22,BDL,null,14.54,12.12
2016-06-01 00:21:00,14.39,BDL,2.41,BDL,null,14.95,12.15
2016-06-01 00:22:00,14.71,BDL,2.4,BDL,null,15.68,12.58
2016-06-01 00:23:00,14.93,BDL,2.21,BDL,null,16.96,12.8
2016-06-01 00:24:00,14.6,BDL,2.43,BDL,null,18.0,12.71
2016-06-01 00:25:00,14.79,BDL,2.37,BDL,null,18.58,12.51
2016-06-01 00:26:00,14.38,BDL,2.56,BDL,null,19.21,12.23
2016-06-01 00:27:00,14.6,BDL,2.34,BDL,null,19.51,12.19
2016-06-01 00:28:00,14.35,BDL,2.19,BDL,null,19.72,12.11
2016-06-01 00:29:00,14.12,BDL,2.58,BDL,null,20.96,11.58
2016-06-01 00:30:00,13.9,BDL,2.57,BDL,null,21.42,11.55
2016-06-01 00:31:00,13.77,BDL,2.85,BDL,null,21.76,11.7
2016-06-01 00:32:00,14.02,BDL,2.81,BDL,null,22.09,12.8
2016-06-01 00:33:00,13.8,BDL,2.96,BDL,null,22.79,12.81
2016-06-01 00:34:00,13.48,BDL,3.09,BDL,null,23.26,12.51
2016-06-01 00:35:00,13.23,BDL,3.01,BDL,null,23.25,12.33
2016-06-01 00:36:00,12.98,BDL,3.06,BDL,null,24.23,11.84
2016-06-01 00:37:00,13.19,BDL,2.96,BDL,null,24.09,10.92
2016-06-01 00:38:00,13.67,BDL,3.22,BDL,null,23.78,10.38
2016-06-01 00:39:00,13.44,BDL,2.99,BDL,null,23.13,10.02
2016-06-01 00:40:00,13.06,BDL,3.12,BDL,null,22.75,8.8
2016-06-01 00:41:00,13.54,BDL,3.1,BDL,null,22.4,8.12
2016-06-01 00:42:00,13.37,BDL,3.14,BDL,null,21.26,7.59
2016-06-01 00:43:00,13.24,BDL,2.96,BDL,null,19.78,7.38
2016-06-01 00:44:00,13.28,BDL,2.74,BDL,null,19.0,6.6
2016-06-01 00:45:00,13.44,BDL,2.99,BDL,null,18.48,6.21
2016-06-01 00:46:00,13.49,BDL,2.91,BDL,null,18.19,5.42
2016-06-01 00:47:00,13.2,BDL,2.79,BDL,null,17.88,4.98
2016-06-01 00:48:00,13.48,BDL,2.79,BDL,null,17.43,4.49
2016-06-01 00:49:00,13.39,BDL,2.99,BDL,null,16.7,4.39
2016-06-01 00:50:00,13.18,BDL,2.65,BDL,null,16.44,4.86
2016-06-01 00:51:00,13.05,BDL,2.9,BDL,null,16.47,4.7
2016-06-01 00:52:00,12.89,BDL,3.2,BDL,null,17.11,4.02
2016-06-01 00:53:00,12.51,BDL,3.42,BDL,null,17.09,BDL
2016-06-01 00:54:00,12.43,BDL,3.44,BDL,null,16.78,4.05
2016-06-01 00:55:00,11.97,BDL,4.02,BDL,null,16.59,4.22
2016-06-01 00:56:00,12.21,BDL,4.05,BDL,null,16.65,4.35
2016-06-01 00:57:00,11.89,BDL,3.69,BDL,null,16.47,4.14
2016-06-01 00:58:00,11.81,BDL,4.18,BDL,null,16.29,4.23
2016-06-01 00:59:00,11.78,BDL,3.79,BDL,null,16.22,4.93
2016-06-01 01:00:00,11.72,BDL,4.14,BDL,null,15.73,4.89
2016-06-01 01:01:00,12.19,BDL,4.23,BDL,null,15.06,4.61
2016-06-01 01:02:00,12.04,BDL,4.11,BDL,null,14.31,BDL
2016-06-01 01:03:00,11.64,BDL,4.38,BDL,null,12.19,BDL
2016-06-01 01:04:00,11.48,BDL,4.47,BDL,null,10.18,BDL
2016-06-01 01:05:00,10.92,BDL,4.51,BDL,null,9.53,4.15
2016-06-01 01:06:00,11.27,BDL,4.6,BDL,null,9.02,4.33
2016-06-01 01:07:00,11.38,BDL,4.47,BDL,null,8.43,5.34
2016-06-01 01:08:00,11.26,BDL,4.59,BDL,null,7.33,5.63
2016-06-01 01:09:00,11.16,BDL,4.77,BDL,null,6.68,5.54
2016-06-01 01:10:00,10.73,BDL,5.24,BDL,null,6.01,5.87
2016-06-01 01:11:00,10.44,BDL,5.43,BDL,null,4.96,6.09
2016-06-01 01:12:00,9.67,BDL,6.41,BDL,null,5.11,6.21
2016-06-01 01:13:00,9.48,BDL,6.56,BDL,null,5.87,6.38
2016-06-01 01:14:00,9.22,BDL,7.06,BDL,null,6.73,6.53
2016-06-01 01:15:00,9.16,BDL,7.23,BDL,null,7.83,7.03
2016-06-01 01:16:00,8.93,BDL,7.07,BDL,null,8.53,8.04
2016-06-01 01:17:00,9.85,BDL,6.78,BDL,null,9.24,8.67
2016-06-01 01:18:00,9.6,BDL,6.57,BDL,null,9.97,9.44
2016-06-01 01:19:00,9.6,BDL,6.57,BDL,null,10.96,10.0
2016-06-01 01:20:00,10.31,BDL,6.16,BDL,null,11.35,11.67
2016-06-01 01:21:00,10.95,BDL,5.9,BDL,null,11.43,12.87
2016-06-01 01:22:00,10.9,BDL,5.69,BDL,null,11.18,13.81
2016-06-01 01:23:00,11.4,BDL,5.33,BDL,null,10.9,14.17
2016-06-01 01:24:00,11.13,BDL,5.24,BDL,null,10.48,14.23
2016-06-01 01:25:00,11.14,BDL,5.11,BDL,null,10.22,13.95
2016-06-01 01:26:00,11.13,BDL,4.89,BDL,null,10.06,14.21
2016-06-01 01:27:00,11.24,BDL,4.75,BDL,null,9.85,14.37
2016-06-01 01:28:00,11.37,BDL,4.91,BDL,null,10.01,14.45
2016-06-01 01:29:00,12.0,BDL,4.35,BDL,null,10.62,13.34
2016-06-01 01:30:00,11.78,BDL,4.27,BDL,null,11.53,12.01
2016-06-01 01:31:00,11.76,BDL,4.38,BDL,null,12.28,11.42
2016-06-01 01:32:00,11.86,BDL,4.54,BDL,null,12.59,11.17
2016-06-01 01:33:00,11.89,BDL,4.2,BDL,null,13.17,11.02
2016-06-01 01:34:00,11.94,BDL,4.21,BDL,null,13.7,10.79
2016-06-01 01:35:00,12.12,BDL,4.04,BDL,null,14.78,10.64
2016-06-01 01:36:00,12.33,BDL,3.73,BDL,null,15.42,11.09
2016-06-01 01:37:00,12.47,BDL,3.59,BDL,null,15.97,11.01
2016-06-01 01:38:00,12.58,BDL,3.65,BDL,null,16.13,10.8
2016-06-01 01:39:00,12.73,BDL,3.55,BDL,null,15.99,10.93
2016-06-01 01:40:00,12.26,BDL,3.46,BDL,null,15.71,10.15
2016-06-01 01:41:00,12.41,BDL,3.73,BDL,null,15.55,9.07
2016-06-01 01:42:00,12.15,BDL,3.69,BDL,null,15.17,8.77
2016-06-01 01:43:00,12.28,BDL,3.51,BDL,null,14.5,8.4
2016-06-01 01:44:00,12.31,BDL,3.4,BDL,null,14.32,7.7
2016-06-01 01:45:00,11.98,BDL,3.66,BDL,null,15.12,7.12
2016-06-01 01:46:00,11.58,BDL,4.52,BDL,null,15.05,5.74
2016-06-01 01:47:00,12.25,BDL,3.78,BDL,null,14.55,4.95
2016-06-01 01:48:00,12.41,BDL,3.64,BDL,null,13.48,BDL
2016-06-01 01:49:00,12.07,BDL,3.53,BDL,null,12.84,BDL
2016-06-01 01:50:00,12.39,BDL,3.48,BDL,null,12.63,BDL
2016-06-01 01:51:00,11.82,BDL,3.75,BDL,null,13.73,BDL
2016-06-01 01:52:00,11.86,BDL,3.75,BDL,null,14.31,BDL
2016-06-01 01:53:00,12.09,BDL,3.57,BDL,null,14.66,BDL
2016-06-01 01:54:00,12.2,BDL,3.74,BDL,null,15.8,BDL
2016-06-01 01:55:00,12.14,BDL,3.47,BDL,null,16.7,BDL
2016-06-01 01:56:00,12.34,BDL,3.27,BDL,null,17.19,BDL
2016-06-01 01:57:00,12.21,BDL,3.5,BDL,null,17.17,BDL
2016-06-01 01:58:00,11.74,BDL,3.31,BDL,null,17.39,BDL
2016-06-01 01:59:00,12.24,BDL,3.46,BDL,null,18.16,BDL
2016-06-01 02:00:00,12.02,BDL,3.56,BDL,null,18.73,BDL
2016-06-01 02:01:00,12.13,BDL,3.56,BDL,null,18.58,BDL
2016-06-01 02:02:00,11.85,BDL,3.66,BDL,null,18.14,BDL
2016-06-01 02:03:00,12.1,BDL,3.6,BDL,null,17.65,BDL
2016-06-01 02:04:00,11.78,BDL,3.81,BDL,null,16.47,BDL
2016-06-01 02:05:00,11.75,BDL,3.71,BDL,null,15.86,BDL
2016-06-01 02:06:00,11.51,BDL,3.69,BDL,null,15.25,BDL
2016-06-01 02:07:00,11.92,BDL,3.66,BDL,null,14.22,BDL
2016-06-01 02:08:00,11.99,BDL,3.53,BDL,null,14.12,BDL
2016-06-01 02:09:00,11.59,BDL,3.5,BDL,null,13.12,BDL
2016-06-01 02:10:00,11.57,BDL,3.55,BDL,null,12.26,BDL
2016-06-01 02:11:00,12.14,BDL,3.32,BDL,null,11.49,BDL
2016-06-01 02:12:00,12.09,BDL,3.26,BDL,null,10.84,BDL
2016-06-01 02:13:00,11.93,BDL,3.41,BDL,null,10.6,BDL
2016-06-01 02:14:00,11.78,BDL,3.25,BDL,null,10.93,BDL
2016-06-01 02:15:00,12.23,BDL,3.14,BDL,null,11.29,BDL
2016-06-01 02:16:00,12.34,BDL,2.91,BDL,null,12.69,BDL
2016-06-01 02:17:00,12.03,BDL,3.07,BDL,null,13.33,BDL
2016-06-01 02:18:00,12.36,BDL,2.92,BDL,null,13.91,4.52
2016-06-01 02:19:00,12.56,BDL,2.84,BDL,null,14.36,5.76
2016-06-01 02:20:00,12.55,BDL,2.83,BDL,null,14.44,6.22
2016-06-01 02:21:00,12.23,BDL,2.91,BDL,null,13.43,6.75
2016-06-01 02:22:00,11.81,BDL,2.75,BDL,null,12.62,6.43
2016-06-01 02:23:00,12.28,BDL,3.15,BDL,null,11.35,5.58
2016-06-01 02:24:00,12.26,BDL,2.88,BDL,null,10.95,6.07
2016-06-01 02:25:00,12.41,BDL,2.65,BDL,null,10.16,6.32
2016-06-01 02:26:00,12.25,BDL,2.97,BDL,null,9.99,6.84
2016-06-01 02:27:00,12.15,BDL,3.12,BDL,null,9.63,7.36
2016-06-01 02:28:00,12.24,BDL,3.05,BDL,null,9.0,7.74
2016-06-01 02:29:00,12.1,BDL,2.96,BDL,null,7.65,7.5
2016-06-01 02:30:00,11.93,BDL,2.87,BDL,null,7.94,6.78
2016-06-01 02:31:00,11.78,BDL,2.83,BDL,null,BDL,6.46
2016-06-01 02:32:00,11.82,BDL,2.65,BDL,null,8.1,6.26
2016-06-01 02:33:00,11.83,BDL,2.98,BDL,null,7.94,5.92
2016-06-01 02:34:00,11.72,BDL,3.06,BDL,null,7.83,5.51
2016-06-01 02:35:00,11.62,BDL,3.07,BDL,null,7.66,5.05
2016-06-01 02:36:00,12.33,BDL,2.65,BDL,null,6.87,6.13
2016-06-01 02:37:00,12.19,BDL,2.77,BDL,null,5.99,6.6
2016-06-01 02:38:00,12.0,BDL,2.88,BDL,null,5.11,7.34
2016-06-01 02:39:00,11.82,BDL,2.96,BDL,null,4.19,7.78
2016-06-01 02:40:00,12.19,BDL,2.54,BDL,null,BDL,8.13
2016-06-01 02:41:00,11.8,BDL,2.73,BDL,null,BDL,8.47
2016-06-01 02:42:00,11.79,BDL,2.67,BDL,null,BDL,8.77
2016-06-01 02:43:00,12.07,BDL,2.8,BDL,null,BDL,8.97
2016-06-01 02:44:00,11.69,BDL,2.65,BDL,null,BDL,8.96
2016-06-01 02:45:00,11.69,BDL,2.66,BDL,null,BDL,9.08
2016-06-01 02:46:00,11.6,BDL,2.75,BDL,null,BDL,9.29
2016-06-01 02:47:00,11.9,BDL,2.87,BDL,null,BDL,9.45
2016-06-01 02:48:00,12.01,BDL,2.56,BDL,null,BDL,9.13
2016-06-01 02:49:00,11.81,BDL,2.69,BDL,null,BDL,8.59
2016-06-01 02:50:00,11.6,BDL,2.7,BDL,null,4.31,8.29
2016-06-01 02:51:00,11.75,BDL,2.65,BDL,null,5.12,8.29
2016-06-01 02:52:00,11.65,BDL,2.67,BDL,null,5.98,8.69
2016-06-01 02:53:00,11.69,BDL,2.96,BDL,null,6.9,8.96
2016-06-01 02:54:00,12.13,BDL,2.72,BDL,null,7.56,8.77
2016-06-01 02:55:00,12.12,BDL,2.51,BDL,null,8.67,9.25
2016-06-01 02:56:00,11.88,BDL,2.57,BDL,null,9.72,8.62
2016-06-01 02:57:00,11.96,BDL,2.67,BDL,null,10.84,7.97
2016-06-01 02:58:00,12.23,BDL,2.83,BDL,null,11.23,6.98
2016-06-01 02:59:00,11.78,BDL,2.68,BDL,null,12.44,6.6
2016-06-01 03:00:00,11.73,BDL,2.75,BDL,null,13.46,6.25
2016-06-01 03:01:00,11.86,BDL,2.56,BDL,null,14.33,5.69
2016-06-01 03:02:00,11.98,BDL,2.66,BDL,null,15.1,4.94
2016-06-01 03:03:00,11.62,BDL,2.5,BDL,null,16.07,5.35
2016-06-01 03:04:00,11.57,BDL,2.59,BDL,null,15.97,5.7
2016-06-01 03:05:00,11.3,BDL,2.69,BDL,null,15.7,4.78
2016-06-01 03:06:00,11.53,BDL,2.89,BDL,null,15.14,4.01
2016-06-01 03:07:00,11.53,BDL,2.75,BDL,null,14.27,BDL
2016-06-01 03:08:00,11.65,BDL,2.58,BDL,null,13.84,BDL
2016-06-01 03:09:00,11.75,BDL,2.85,BDL,null,13.83,BDL
2016-06-01 03:10:00,11.75,BDL,2.83,BDL,null,14.19,BDL
2016-06-01 03:11:00,11.97,BDL,2.7,BDL,null,14.2,BDL
2016-06-01 03:12:00,11.6,BDL,3.02,BDL,null,13.85,BDL
2016-06-01 03:13:00,11.5,BDL,2.97,BDL,null,13.52,BDL
2016-06-01 03:14:00,11.4,BDL,3.13,BDL,null,13.08,BDL
2016-06-01 03:15:00,11.53,BDL,2.5,BDL,null,12.72,BDL
2016-06-01 03:16:00,11.42,BDL,2.93,BDL,null,12.62,BDL
2016-06-01 03:17:00,11.39,BDL,2.81,BDL,null,11.9,4.55
2016-06-01 03:18:00,11.58,BDL,2.73,BDL,null,11.98,5.99
2016-06-01 03:19:00,11.77,BDL,2.61,BDL,null,12.19,5.98
2016-06-01 03:20:00,11.38,BDL,2.92,BDL,null,12.38,5.93
2016-06-01 03:21:00,11.5,BDL,2.95,BDL,null,12.7,5.03
2016-06-01 03:22:00,11.46,BDL,2.81,BDL,null,13.88,4.26
2016-06-01 03:23:00,11.15,BDL,2.81,BDL,null,14.8,BDL
2016-06-01 03:24:00,11.35,BDL,2.9,BDL,null,15.56,BDL
2016-06-01 03:25:00,11.15,BDL,2.99,BDL,null,17.11,BDL
2016-06-01 03:26:00,11.41,BDL,3.07,BDL,null,17.94,BDL
2016-06-01 03:27:00,11.15,BDL,3.26,BDL,null,18.0,BDL
2016-06-01 03:28:00,10.97,BDL,3.03,BDL,null,17.75,BDL
2016-06-01 03:29:00,10.85,BDL,3.22,BDL,null,17.41,4.27
2016-06-01 03:30:00,10.68,BDL,3.38,BDL,null,17.07,4.09
2016-06-01 03:31:00,10.64,BDL,3.03,BDL,null,17.37,BDL
2016-06-01 03:32:00,10.7,BDL,3.48,BDL,null,17.51,BDL
2016-06-01 03:33:00,10.61,BDL,3.54,BDL,null,17.72,BDL
2016-06-01 03:34:00,10.83,BDL,3.41,BDL,null,18.02,BDL
2016-06-01 03:35:00,10.72,BDL,3.87,BDL,null,18.02,BDL
2016-06-01 03:36:00,10.51,BDL,3.75,BDL,null,15.85,BDL
2016-06-01 03:37:00,10.74,BDL,3.66,BDL,null,14.64,BDL
2016-06-01 03:38:00,10.34,BDL,3.54,BDL,null,13.69,BDL
2016-06-01 03:39:00,9.98,BDL,3.61,BDL,null,13.09,BDL
2016-06-01 03:40:00,10.39,BDL,3.93,BDL,null,12.94,4.08
2016-06-01 03:41:00,10.38,BDL,3.68,BDL,null,12.75,4.49
2016-06-01 03:42:00,10.31,BDL,3.54,BDL,null,12.52,4.91
2016-06-01 03:43:00,10.37,BDL,3.62,BDL,null,12.59,5.44
2016-06-01 03:44:00,10.26,BDL,3.8,BDL,null,12.78,5.44
2016-06-01 03:45:00,10.69,BDL,3.52,BDL,null,12.91,6.7
2016-06-01 03:46:00,10.51,BDL,3.31,BDL,null,12.72,7.07
2016-06-01 03:47:00,10.68,BDL,3.47,BDL,null,12.73,7.38
2016-06-01 03:48:00,10.61,BDL,3.35,BDL,null,12.63,6.79
2016-06-01 03:49:00,10.45,BDL,3.64,BDL,null,12.47,6.09
2016-06-01 03:50:00,10.05,BDL,3.81,BDL,null,12.39,5.51
2016-06-01 03:51:00,10.33,BDL,3.82,BDL,null,12.82,5.18
2016-06-01 03:52:00,10.82,BDL,3.6,BDL,null,12.47,6.21
2016-06-01 03:53:00,10.23,BDL,3.53,BDL,null,12.68,6.76
2016-06-01 03:54:00,10.7,BDL,3.25,BDL,null,12.62,6.79
2016-06-01 03:55:00,10.39,BDL,3.26,BDL,null,12.48,6.71
2016-06-01 03:56:00,10.03,BDL,3.62,BDL,null,12.52,6.48
2016-06-01 03:57:00,10.37,BDL,3.53,BDL,null,12.82,6.12
2016-06-01 03:58:00,10.99,BDL,3.3,BDL,null,12.41,6.33
2016-06-01 03:59:00,10.9,BDL,3.05,BDL,null,12.04,6.6
2016-06-01 04:00:00,10.93,BDL,3.03,BDL,null,12.07,6.92
2016-06-01 04:01:00,10.62,BDL,3.22,BDL,null,12.02,7.27
2016-06-01 04:02:00,10.57,BDL,2.75,BDL,null,12.11,7.77
2016-06-01 04:03:00,10.76,BDL,2.94,BDL,null,12.06,9.18
2016-06-01 04:04:00,10.68,BDL,2.95,BDL,null,11.02,9.73
2016-06-01 04:05:00,10.83,BDL,3.08,BDL,null,10.66,10.89
2016-06-01 04:06:00,10.64,BDL,3.04,BDL,null,10.6,11.41
2016-06-01 04:07:00,10.6,BDL,3.05,BDL,null,10.5,11.55
2016-06-01 04:08:00,10.73,BDL,3.14,BDL,null,9.19,11.72
2016-06-01 04:09:00,10.72,BDL,3.11,BDL,null,8.48,11.92
2016-06-01 04:10:00,10.56,BDL,3.23,BDL,null,8.18,11.98
2016-06-01 04:11:00,10.12,BDL,3.63,BDL,null,6.73,11.45
2016-06-01 04:12:00,9.61,BDL,3.51,BDL,null,5.57,10.55
2016-06-01 04:13:00,10.16,BDL,3.8,BDL,null,BDL,10.1
2016-06-01 04:14:00,10.44,BDL,3.79,BDL,null,BDL,9.93
2016-06-01 04:15:00,10.23,BDL,3.44,BDL,null,BDL,9.38
2016-06-01 04:16:00,10.07,BDL,3.55,BDL,null,BDL,8.62
2016-06-01 04:17:00,9.81,BDL,3.67,BDL,null,BDL,7.68
2016-06-01 04:18:00,9.78,BDL,3.67,BDL,null,BDL,7.28
2016-06-01 04:19:00,10.14,BDL,3.65,BDL,null,BDL,7.53
2016-06-01 04:20:00,9.76,BDL,3.78,BDL,null,BDL,8.36
2016-06-01 04:21:00,9.77,BDL,3.96,BDL,null,BDL,8.92
2016-06-01 04:22:00,9.73,BDL,3.86,BDL,null,BDL,8.81
2016-06-01 04:23:00,9.54,BDL,4.0,BDL,null,BDL,8.28
2016-06-01 04:24:00,10.29,BDL,3.79,BDL,null,BDL,8.17
2016-06-01 04:25:00,10.03,BDL,3.36,BDL,null,BDL,8.38
2016-06-01 04:26:00,10.15,BDL,3.47,BDL,null,BDL,8.64
2016-06-01 04:27:00,10.03,BDL,3.64,BDL,null,BDL,8.71
2016-06-01 04:28:00,10.16,BDL,3.68,BDL,null,BDL,8.32
2016-06-01 04:29:00,10.27,BDL,3.53,BDL,null,BDL,7.16
2016-06-01 04:30:00,10.28,BDL,3.65,BDL,null,BDL,6.3
2016-06-01 04:31:00,10.2,BDL,3.7,BDL,null,BDL,5.64
2016-06-01 04:32:00,9.97,BDL,3.92,BDL,null,5.27,5.07
2016-06-01 04:33:00,9.94,BDL,3.98,BDL,null,6.1,5.07
2016-06-01 04:34:00,9.69,BDL,3.72,BDL,null,6.82,4.4
2016-06-01 04:35:00,9.81,BDL,3.96,BDL,null,7.62,BDL
2016-06-01 04:36:00,10.18,BDL,3.98,BDL,null,7.75,BDL
2016-06-01 04:37:00,9.88,BDL,3.74,BDL,null,7.9,4.68
2016-06-01 04:38:00,9.53,BDL,4.16,BDL,null,8.71,5.36
