Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Saltillo (sllo), Coahuila
Lat 25.3532 N, Lon 101.0332 W, Alt 1786 masl
Time UTC-6h
Air Quality data
Flags: OK = Reliable data, BDL = Below Detection Limit, OR = Out of Range, OS = Out of Service 
 
Time,O3,O3_flag,SO2,SO2_flag,NO2,NO2_flag,NO,NO_flag,CO,CO_flag,PM10,PM10_flag,PM2.5,PM2.5_flag
yyyy-mm-dd HH:MM:SS,ppb,flag,ppb,flag,ppb,flag,ppb,flag,ppm,flag,ug/m^3,flag,ug/m^3,flag
2023-05-01 00:00:00,53.0,OK,0.83,BDL,-19.26,OR,-3.94,OR,3.67,OK,6.77,OK,0.78,BDL
2023-05-01 00:01:00,53.7,OK,0.87,BDL,-19.39,OR,-3.85,OR,3.68,OK,6.73,OK,0.41,BDL
2023-05-01 00:02:00,53.66,OK,0.84,BDL,-19.23,OR,-3.93,OR,3.67,OK,6.2,OK,0.04,BDL
2023-05-01 00:03:00,53.55,OK,0.69,BDL,-19.38,OR,-3.82,OR,3.69,OK,5.14,OK,-0.14,BDL
2023-05-01 00:04:00,53.75,OK,0.73,BDL,-19.34,OR,-3.87,OR,3.69,OK,4.95,OK,-0.82,BDL
2023-05-01 00:05:00,55.45,OK,0.76,BDL,-19.19,OR,-3.89,OR,3.68,OK,4.38,OK,-1.19,BDL
2023-05-01 00:06:00,56.38,OK,0.53,BDL,-19.33,OR,-3.86,OR,3.69,OK,4.08,OK,-1.94,BDL
2023-05-01 00:07:00,56.33,OK,1.04,OK,-19.33,OR,-3.8,OR,3.67,OK,3.77,BDL,-2.07,BDL
2023-05-01 00:08:00,56.6,OK,1.43,OK,-19.39,OR,-3.84,OR,3.68,OK,4.01,OK,-1.95,BDL
2023-05-01 00:09:00,57.58,OK,0.99,BDL,-19.31,OR,-3.82,OR,3.67,OK,4.15,OK,-1.76,BDL
2023-05-01 00:10:00,57.55,OK,0.91,BDL,-19.22,OR,-3.89,OR,3.67,OK,3.87,BDL,-1.7,BDL
2023-05-01 00:11:00,57.99,OK,0.95,BDL,-19.27,OR,-3.82,OR,3.69,OK,3.85,BDL,-1.34,BDL
